79080.56776917701,ac:3f:a4:65:a6:b8,THETAXS00120529.OSC,-36,79049775359
79080.56776917701,00:1f:45:64:5d:12,SFUNET-SECURE,-53,79049775372
79080.56776917701,00:1f:45:64:5d:10,SFUNET,-53,79049775380
79080.56776917701,00:1f:45:64:5d:11,eduroam,-54,79049775385
79080.56776917701,00:1f:45:64:5d:1a,SFUNET-SECURE,-63,79049775395
79080.56776917701,00:1f:45:6d:0a:b9,eduroam,-63,79049775390
79080.56776917701,00:1f:45:6d:0a:ba,SFUNET-SECURE,-64,79049775400
79080.56776917701,00:1f:45:64:5d:19,eduroam,-64,79049775405
79080.56776917701,00:1f:45:64:0d:c0,SFUNET,-66,79049775410
79080.56776917701,00:1f:45:6d:0a:b1,eduroam,-66,79049775441
79080.56776917701,00:1f:45:6d:0a:b0,SFUNET,-66,79049775445
79080.56776917701,00:1f:45:64:0d:c1,eduroam,-67,79049775421
79080.56776917701,00:1f:45:64:0d:c2,SFUNET-SECURE,-67,79049775415
79080.56776917701,00:1f:45:6d:0a:b2,SFUNET-SECURE,-67,79049775434
79080.56776917701,00:1f:45:64:5a:71,eduroam,-69,79049775455
79080.654039593,ac:3f:a4:65:a6:b8,THETAXS00120529.OSC,-36,79049775359
79080.654039593,00:1f:45:64:5d:12,SFUNET-SECURE,-53,79049775372
79080.654039593,00:1f:45:64:5d:10,SFUNET,-53,79049775380
79080.654039593,00:1f:45:64:5d:11,eduroam,-54,79049775385
79080.654039593,00:1f:45:64:5d:1a,SFUNET-SECURE,-63,79049775395
79080.654039593,00:1f:45:6d:0a:b9,eduroam,-63,79049775390
79080.654039593,00:1f:45:6d:0a:ba,SFUNET-SECURE,-64,79049775400
79080.654039593,00:1f:45:64:5d:19,eduroam,-64,79049775405
79080.654039593,00:1f:45:64:0d:c0,SFUNET,-66,79049775410
79080.654039593,00:1f:45:6d:0a:b1,eduroam,-66,79049775441
79080.654039593,00:1f:45:6d:0a:b0,SFUNET,-66,79049775445
79080.654039593,00:1f:45:64:0d:c1,eduroam,-67,79049775421
79080.654039593,00:1f:45:64:0d:c2,SFUNET-SECURE,-67,79049775415
79080.654039593,00:1f:45:6d:0a:b2,SFUNET-SECURE,-67,79049775434
79080.654039593,00:1f:45:64:5a:71,eduroam,-69,79049775455
79080.76110016601,ac:3f:a4:65:a6:b8,THETAXS00120529.OSC,-36,79049775359
79080.76110016601,00:1f:45:64:5d:12,SFUNET-SECURE,-53,79049775372
79080.76110016601,00:1f:45:64:5d:10,SFUNET,-53,79049775380
79080.76110016601,00:1f:45:64:5d:11,eduroam,-54,79049775385
79080.76110016601,00:1f:45:64:5d:1a,SFUNET-SECURE,-63,79049775395
79080.76110016601,00:1f:45:6d:0a:b9,eduroam,-63,79049775390
79080.76110016601,00:1f:45:6d:0a:ba,SFUNET-SECURE,-64,79049775400
79080.76110016601,00:1f:45:64:5d:19,eduroam,-64,79049775405
79080.76110016601,00:1f:45:64:0d:c0,SFUNET,-66,79049775410
